NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES
Grill N Chill - Marine Drive,300,"Arabian,Fast Food",Kochi,Marine Drive,https://www.zomato.com/kochi/grill-n-chill-marine-drive-marine-drive/info,10,Quick Bites,10am to 11pm(Mon-Sun),Very Good,4.0,51
Cafe Stories,500,Cafe,Kochi,Kalamassery,https://www.zomato.com/kochi/cafe-stories-kalamassery/info,10,Café,11am to 11pm(Mon-Sun),Good,3.9,90
Best Bakers,300,"Bakery,Desserts,Juices",Kochi,Vyttila,https://www.zomato.com/kochi/best-bakers-vyttila/info,41,Bakery,9am to 9pm(Mon-Sun),Average,3.1,10
Palace Food Court,200,Arabian,Kochi,Tripunithura,https://www.zomato.com/kochi/palace-food-court-tripunithura/info,41,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,8
Down Town,700,"South Indian,North Indian,Chinese,Continental",Kochi,Abad Metro,https://www.zomato.com/kochi/down-town-chittor-road/info,41,Casual Dining,"1230pm to 3pm,7pm to 10pm(Mon-Sun)",Average,2.9,5
Match Point,300,"Chinese,South Indian,North Indian,Fast Food",Kochi,Elamkulam,https://www.zomato.com/kochi/match-point-elamkulam/info,41,Quick Bites,7am to 1030pm(Mon-Sun),Average,2.9,7
Kanai Retaurant,400,South Indian,Kochi,Marine Drive,https://www.zomato.com/kochi/kanai-retaurant-marine-drive/info,41,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,5
Ammaveedu Family Restaurant,200,Kerala,Kochi,Perumbavoor,https://www.zomato.com/kochi/ammaveedu-family-restaurant-perumbavoor/info,41,Quick Bites,11am to 7pm(Mon-Sun),None,NEW,NEW
Cream Land,450,Chinese,Kochi,Marine Drive,https://www.zomato.com/kochi/cream-land-marine-drive/info,41,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",Average,3.2,10
Sukumar Food Court,200,"Chinese,Kerala,North Indian",Kochi,Tripunithura,https://www.zomato.com/kochi/sukumar-food-court-tripunithura/info,41,Quick Bites,5am to 1030pm(Mon-Sun),Average,3.2,9
Achayans,300,South Indian,Kochi,Kalamassery,https://www.zomato.com/kochi/achayans-kalamassery/info,41,Quick Bites,730am to 1130pm(Mon-Sun),Good,3.9,86
Al Maa edah,500,"South Indian,Kerala",Kochi,Nedumbassery,https://www.zomato.com/kochi/al-maa-edah-nedumbassery/info,41,Quick Bites,10am to 10pm(Mon-Sun),Average,3.1,6
Scoops & Cream,300,"Ice Cream,Desserts",Kochi,Kakkanad,https://www.zomato.com/kochi/scoops-cream-kakkanad/info,41,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.2,6
Ceecee,200,"Bakery,Cafe",Kochi,Edappally,https://www.zomato.com/kochi/ceecee-edappally/info,41,Dessert Parlor,930am to 930pm(Mon-Sun),Average,3.0,8
Paradise Food Court,300,North Indian,Kochi,Aluva,https://www.zomato.com/kochi/paradise-food-court-aluva/info,41,Quick Bites,9am to 10pm(Mon-Sun),Not rated,-,-
Hotel Ram Nivas,200,South Indian,Kochi,Kacheripady,https://www.zomato.com/kochi/hotel-ram-nivas-kacherippady/info,41,Quick Bites,630am to 1030pm(Mon-Sun),Average,3.3,8
Metro Kulfi & Lassi,150,Desserts,Kochi,Edappally,https://www.zomato.com/kochi/metro-kulfi-lassi-edappally/info,41,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.3,7
Veettile Oonu,200,South Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/veettile-oonu-kakkanad/info,18,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,42
Hotel Karthika,300,"Kerala,Biryani,Chinese",Kochi,Palarivattom,https://www.zomato.com/kochi/hotel-karthika-palarivattom/info,18,Casual Dining,7am to 10pm(Mon-Sun),Average,3.4,76
Amma's Pastries,200,"Bakery,Desserts",Kochi,Kakkanad,https://www.zomato.com/kochi/ammas-pastries-kakkanad/info,18,Bakery,830am to 10pm(Mon-Sun),Good,3.8,62
Royal Bakers & Restaurant,450,"Kerala,Chinese,Bakery",Kochi,Tripunithura,https://www.zomato.com/kochi/royal-bakers-restaurant-tripunithura/info,18,Casual Dining,10am to 1030pm(Mon-Sun),Good,3.6,82
Shantilal S. Mithaiwala,150,Mithai,Kochi,Mattancherry,https://www.zomato.com/kochi/shantilal-s-mithaiwala-mattancherry/info,18,Sweet Shop,,Very Good,4.2,62
Monkey Cane,150,"Beverages,Juices",Kochi,Vyttila,https://www.zomato.com/kochi/monkey-cane-vyttila/info,18,Beverage Shop,1030am to 12midnight(Mon-Sun),None,NEW,NEW
Coffee Cube,400,Cafe,Kochi,Marine Drive,https://www.zomato.com/kochi/coffee-cube-marine-drive/info,18,Café,9am to 9pm(Mon-Sun),Good,3.7,59
Oru Pothichoru,150,Kerala,Kochi,Kakkanad,https://www.zomato.com/kochi/oru-pothichoru-kakkanad/info,18,Quick Bites,"1130am to 930pm(Mon-Sat),Closed(Sun)",Good,3.7,60
Bharat Coffee House,150,South Indian,Kochi,Marine Drive,https://www.zomato.com/kochi/bharat-coffee-house-marine-drive/info,18,Casual Dining,8am to 9pm(Mon-Sun),Good,3.9,65
Suburban Restaurant,400,"Chinese,North Indian",Kochi,Palarivattom,https://www.zomato.com/kochi/suburban-restaurant-palarivattom/info,18,Casual Dining,12noon to 10pm(Mon-Sun),Good,3.8,84
Tibet Kitchen,400,"Tibetan,Chinese,Momos",Kochi,Fort Kochi,https://www.zomato.com/kochi/tibet-kitchen-fort-kochi/info,18,Quick Bites,8am to 11pm(Mon-Sun),Good,3.7,39
Chai Nation,150,Cafe,Kochi,Kakkanad,https://www.zomato.com/kochi/chai-nation-kakkanad/info,18,Café,"9am to 11pm(Mon-Fri),Closed(Sat-Sun)",Good,3.9,44
Aha! Biryani,200,Biryani,Kochi,Pallimukku,https://www.zomato.com/kochi/aha-biryani-pallimukku/info,18,Quick Bites,11am to 11pm(Mon-Sun),Good,3.8,74
Hotel Colombo,450,"North Indian,Beverages",Kochi,Marine Drive,https://www.zomato.com/kochi/hotel-colombo-marine-drive/info,18,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,60
Foodie Chinese Restaurant,400,"Fast Food,Chinese,Momos",Kochi,Aluva,https://www.zomato.com/kochi/foodie-chinese-restaurant-aluva/info,18,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,59
Farm Kitchen,400,"Kerala,Chinese,North Indian,South Indian",Kochi,Kakkanad,https://www.zomato.com/kochi/farm-kitchen-kakkanad/info,11,Casual Dining,8am to 10pm(Mon-Sun),Average,3.4,212
Momoz Corner,350,"Continental,Chinese,Momos",Kochi,Elamkulam,https://www.zomato.com/kochi/momoz-corner-elamkulam/info,11,Quick Bites,1pm to 1030pm(Mon-Sun),Good,3.8,192
New Dragon - The Chinese Restaurant,600,"Chinese,Thai",Kochi,Elamkulam,https://www.zomato.com/kochi/new-dragon-the-chinese-restaurant-elamkulam/info,11,Casual Dining,"11am to 4pm,7pm to 11pm(Mon-Sun)",Good,3.9,126
Mubaraq Cafeteria,300,"Kerala,South Indian,North Indian",Kochi,Kaloor,https://www.zomato.com/kochi/mubaraq-cafeteria-1-kaloor/info,11,Quick Bites,8am to 11pm(Mon-Sun),Very Good,4.1,175
Bab Arabia,500,"Arabian,Middle Eastern",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/bab-arabia-2-panampilly-nagar/info,11,Casual Dining,10am to 10pm(Mon-Sun),Good,3.9,63
Hungry Birds Restaurant,200,"Fast Food,Salad,Desserts",Kochi,Kalamassery,https://www.zomato.com/kochi/hungry-birds-restaurant-kalamassery/info,11,Quick Bites,8am to 11pm(Mon-Sun),Average,3.4,154
Talented Kadai,200,North Indian,Kochi,Kakkanad,https://www.zomato.com/kochi/talented-kadai-kakkanad/info,11,Quick Bites,"10am to 4pm,71pm to 10pm(Mon-Tue),10am to 4pm...",Good,3.7,85
Al Burj Family Restaurant,500,"Arabian,North Indian,Chinese",Kochi,Kakkanad,https://www.zomato.com/kochi/al-burj-family-restaurant-kakkanad/info,11,Casual Dining,12noon to 11pm(Mon-Sun),Average,3.2,150
The Springs - The Avenue Regent,1200,"Continental,Seafood,Juices,South Indian,Desserts,North Indian,Kerala",Kochi,The Avenue Regent-- MG Road,https://www.zomato.com/kochi/the-springs-the-avenue-regent-mg-road/info,11,Casual Dining,"7am to 10am,12noon to 3pm,730pm to 11pm(Mon-Sun)",Very Good,4.1,129
Gokul Oottupura,400,"Chinese,North Indian",Kochi,Kadavanthra,https://www.zomato.com/kochi/gokul-oottupura-kadavanthra/info,11,Casual Dining,7am to 10pm(Mon-Sun),Good,3.9,145
Nadiya Bake and More,300,"Bakery,Fast Food,Juices,Desserts",Kochi,Palarivattom,https://www.zomato.com/kochi/nadiya-bake-and-more-palarivattom/info,11,Bakery,10am to 10pm(Mon-Sun),Good,3.5,160
Momo Streat,350,"South Indian,Tibetan,Momos",Kochi,Kalamassery,https://www.zomato.com/momostreat/info,11,Quick Bites,,Very Good,4.0,133
Pandari's Biriyani,500,Biryani,Kochi,Kakkanad,https://www.zomato.com/kochi/pandaris-biriyani-kakkanad/info,11,Quick Bites,"1130am to 330pm,630pm to 1030pm(Mon-Sun)",Good,3.9,167
Baycholin Restaurant,200,"Biryani,South Indian,Arabian",Kochi,Kakkanad,https://www.zomato.com/kochi/baycholin-restaurant-kakkanad/info,11,Casual Dining,11am to 10pm(Mon-Sun),Average,3.0,196
Cake Hut,150,"Bakery,Desserts",Kochi,Kaloor,https://www.zomato.com/kochi/cake-hut-kaloor/info,11,Bakery,11am to 10pm(Mon-Sun),Very Good,4.2,138
Hotel Geo,400,South Indian,Kochi,Thopumpady,https://www.zomato.com/kochi/hotel-geo-thoppumpady/info,42,Casual Dining,,Average,3.4,6
Thahoor Hotel,200,South Indian,Kochi,Aluva,https://www.zomato.com/kochi/thahoor-hotel-aluva/info,42,Quick Bites,8am to 1030pm(Mon-Sun),Average,3.3,4
Aladin's Kitchen,400,Fast Food,Kochi,Kakkanad,https://www.zomato.com/kochi/aladins-kitchen-kakkanad/info,42,Quick Bites,9am to 10pm(Mon-Sun),Average,3.2,4
Hotel Vishal,200,"North Indian,Chinese",Kochi,Chittoor Road,https://www.zomato.com/kochi/hotel-vishal-1-chittor-road/info,42,Quick Bites,8am to 11pm(Mon-Sun),Average,3.0,9
Kulfilic,100,Desserts,Kochi,Palarivattom,https://www.zomato.com/kochi/kulfilic-1-palarivattom/info,42,Dessert Parlor,10am to 11pm(Mon-Sun),Average,3.2,8
Biza Foods,200,"Kerala,South Indian",Kochi,Elamakkara,https://www.zomato.com/kochi/biza-foods-elamakkara/info,42,Quick Bites,10am to 11pm(Mon-Sun),Average,3.1,4
Hotel Kismath,200,"Burger,Continental,Desserts,Beverages",Kochi,Marine Drive,https://www.zomato.com/kochi/hotel-kismath-marine-drive/info,42,Quick Bites,10am to 11pm(Mon-Sun),Average,3.2,4
"French Toast Bakery, Kitchen & Studio",700,"Bakery,Sandwich,Italian",Kochi,Kacheripady,https://www.zomato.com/kochi/french-toast-bakery-kitchen-studio-kacherippady/info,42,Quick Bites,9am to 10pm(Mon-Sun),Not rated,-,-
Ceylon Bake House,300,"South Indian,Kerala,North Indian,Arabian",Kochi,Perumbavoor,https://www.zomato.com/kochi/ceylon-bake-house-perumbavoor/info,42,Quick Bites,9am to 10pm(Mon-Sun),Not rated,-,-
Hotel Broadway Tower,250,South Indian,Kochi,Marine Drive,https://www.zomato.com/kochi/hotel-broadway-tower-marine-drive/info,42,Quick Bites,7am to 10pm(Mon-Sun),Average,3.3,7
Pee Pee Hotel,200,Kerala,Kochi,Chullickal,https://www.zomato.com/kochi/pee-pee-hotel-chullickal/info,42,Quick Bites,6am to 1030pm(Mon-Sun),Average,3.2,5
Hot Plate,300,"Chinese,Kerala",Kochi,Kadavanthra,https://www.zomato.com/kochi/hot-plate-kadavanthra/info,42,Quick Bites,1230pm to 930pm(Mon-Sun),Average,3.3,8
Schokolade,400,Mithai,Kochi,Kakkanad,https://www.zomato.com/kochi/schokolade-kakkanad/info,42,Sweet Shop,11am to 11pm(Mon-Sun),Average,3.1,5
Aaji's Chappathis,100,Kerala,Kochi,Kaloor,https://www.zomato.com/kochi/aajis-chappathis-kaloor/info,42,none,"930am to 10pm(Mon-Sat),Closed(Sun)",Not rated,-,-
Burger Spot,400,"Burger,Fast Food",Kochi,Palarivattom,https://www.zomato.com/kochi/burger-spot-palarivattom/info,42,Quick Bites,10am to 11pm(Mon-Sun),Average,3.3,9
Hotel Rifaeyya,250,"Kerala,Seafood,North Indian",Kochi,Kalamassery,https://www.zomato.com/kochi/hotel-rifaeyya-kalamassery/info,34,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,9
Cream & Fudge,200,"Desserts,Ice Cream",Kochi,Kakkanad,https://www.zomato.com/kochi/cream-fudge-kakkanad/info,34,none,11am to 11pm(Mon-Sun),Average,2.9,8
Tasty Dum Biryani,250,Biryani,Kochi,Kakkanad,https://www.zomato.com/kochi/tasty-dum-biryani-kakkanad/info,34,Quick Bites,12noon to 11pm(Mon-Sun),Average,2.9,9
Chak De,400,"North Indian,Fast Food",Kochi,MG Road,https://www.zomato.com/kochi/chak-de-2-mg-road/info,34,Casual Dining,11am to 10pm(Mon-Sun),Average,3.0,16
Veg Bhavan,200,South Indian,Kochi,Pallimukku,https://www.zomato.com/kochi/veg-bhavan-2-pallimukku/info,34,Quick Bites,7am to 1030pm(Mon-Sun),Average,3.4,12
Cakes N Flakes,300,Desserts,Kochi,Kadavanthra,https://www.zomato.com/kochi/cakes-n-flakes-kadavanthra/info,34,Dessert Parlor,"10am to 10pm(Mon-Sat),Closed(Sun)",Average,3.1,12
Sugar'O'holic,300,Desserts,Kochi,Tripunithura,https://www.zomato.com/kochi/sugaroholic-tripunithura/info,34,none,9am to 6pm(Mon-Sun),Not rated,-,-
Lagoona by The Dunes Cochin,1100,"Kerala,North Indian,Chinese,Seafood,Continental",Kochi,MG Road,https://www.zomato.com/kochi/lagoona-by-the-dunes-cochin-mg-road/info,34,Casual Dining,,Average,2.8,15
Potpourri,400,"Kerala,South Indian,Fast Food,Street Food",Kochi,Abad Nucleus Mall-- Marad,https://www.zomato.com/kochi/potpourri-marad/info,34,Food Court,10am to 1030pm(Mon-Sun),Average,2.9,12
Shere Punjab By Punjabi Tadka,250,"Mughlai,North Indian",Kochi,Thevera,https://www.zomato.com/kochi/shere-punjab-by-punjabi-tadka-thevara/info,34,Quick Bites,"1130am to 3pm,5pm to 1030pm(Mon-Sun)",Good,3.5,19
The Chatpata Affair,300,Street Food,Kochi,Kakkanad,https://www.zomato.com/kochi/the-chatpata-affair-kakkanad/info,34,none,10am to 10pm(Mon-Sun),Average,3.4,8
Planet Popcorn,200,Fast Food,Kochi,LuLu Mall-- Edappally,https://www.zomato.com/kochi/planet-popcorn-1-edappally/info,34,Kiosk,10am to 11pm(Mon-Sun),Good,3.6,21
Kamath's  Inn,200,South Indian,Kochi,Aluva,https://www.zomato.com/kochi/kamaths-inn-aluva/info,34,Casual Dining,730am to 730pm(Mon-Sun),Average,3.1,12
Khul Ja Sim Sim,300,"North Indian,Fast Food",Kochi,Kacheripady,https://www.zomato.com/kochi/khul-ja-sim-sim-1-kacherippady/info,34,Quick Bites,730am to 11pm(Mon-Sun),Good,3.5,16
Cilantro - Sugar Business Hotel,800,"North Indian,Chinese,Continental,South Indian",Kochi,Marad,https://www.zomato.com/kochi/cilantro-sugar-business-hotel-marad/info,34,Casual Dining,7am to 10pm(Mon-Sun),Good,3.5,11
Inzania Food,200,Kerala,Kochi,Tripunithura,https://www.zomato.com/kochi/inzania-food-tripunithura/info,53,Quick Bites,1030am to 10pm(Mon-Sun),Not rated,-,-
Omleterian,600,"American,Continental",Kochi,Kadavanthra,https://www.zomato.com/kochi/omleterian-kadavanthra/info,53,Casual Dining,"8am to 1030pm(Mon,Wed,Thu,Fri,Sat,Sun),8am...",Not rated,-,-
Lazza Direct,100,"Desserts,Ice Cream",Kochi,Vyttila,https://www.zomato.com/kochi/lazza-direct-vyttila/info,53,Dessert Parlor,10am to 10pm(Mon-Sun),Not rated,-,-
Hotel Eat N Pack,250,"Kerala,South Indian,North Indian,Seafood",Kochi,Thevera,https://www.zomato.com/kochi/hotel-eat-n-pack-thevara/info,53,Quick Bites,630am to 11pm(Mon-Sun),Not rated,-,-
The Food Mill,500,"North Indian,Continental,South Indian",Kochi,Fort Kochi,https://www.zomato.com/kochi/the-food-mill-2-fort-kochi/info,53,Quick Bites,7am to 11pm(Mon-Sun),Not rated,-,-
Quick Snacks,150,"Fast Food,North Indian",Kochi,Kadavanthra,https://www.zomato.com/kochi/quick-snacks-kadavanthra/info,53,Quick Bites,9am to 9pm(Mon-Sun),Not rated,-,-
Lazza Ice Cream Parlour- Oberon,100,"Desserts,Ice Cream",Kochi,Edappally,https://www.zomato.com/kochi/lazza-ice-cream-parlour-oberon-edappally/info,53,Dessert Parlor,10am to 10pm(Mon-Sun),Not rated,-,-
Ann Bakers and Food Court,550,"Chinese,Fast Food",Kochi,Vennala,https://www.zomato.com/kochi/ann-bakers-and-food-court-vennala/info,53,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Olive Food Court,350,Fast Food,Kochi,Kalamassery,https://www.zomato.com/kochi/olive-food-court-kalamassery/info,53,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Lassi Day,300,"Beverages,Desserts",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/lassi-day-panampilly-nagar/info,53,Beverage Shop,11am to 11pm(Mon-Sun),Not rated,-,-
Hotel Neha,150,Kerala,Kochi,Edappally,https://www.zomato.com/kochi/hotel-neha-edappally/info,53,Casual Dining,7am to 7pm(Mon-Sun),Not rated,-,-
Sandwiches & Fillers by Abad,200,"Fast Food,Continental,Sandwich",Kochi,Marad,https://www.zomato.com/kochi/sandwiches-fillers-by-abad-marad/info,53,Casual Dining,11am to 11pm(Mon-Sun),Not rated,-,-
City Bakers,300,"Fast Food,Beverages",Kochi,Thopumpady,https://www.zomato.com/kochi/city-bakers-thoppumpady/info,53,Quick Bites,8am to 9pm(Mon-Sun),Not rated,-,-
Green Tree Restaurant,300,"North Indian,Chinese,Kerala",Kochi,Palarivattom,https://www.zomato.com/kochi/green-tree-restaurant-palarivattom/info,53,Quick Bites,9am to 11pm(Mon-Sun),Not rated,-,-
Let's Make It Amul,150,"Ice Cream,Desserts",Kochi,MG Road,https://www.zomato.com/kochi/lets-make-it-amul-mg-road/info,53,Dessert Parlor,11am to 11pm(Mon-Sun),Not rated,-,-
Cafe @ Nettoor,500,"Cafe,South Indian,North Indian",Kochi,Thevera,https://www.zomato.com/kochi/cafe-nettoor-thevara/info,56,Café,"8am to 12noon,530pm to 1030pm(Mon-Sun)",Not rated,-,-
Cafe Mojo,350,"Seafood,Kerala",Kochi,Fort Kochi,https://www.zomato.com/kochi/cafe-mojo-1-fort-kochi/info,56,Casual Dining,,Not rated,-,-
Best Biryani,200,"Kerala,South Indian",Kochi,MG Road,https://www.zomato.com/kochi/best-biryani-mg-road/info,56,Quick Bites,,Not rated,-,-
Alchemy Xtracts,250,Juices,Kochi,Kakkanad,https://www.zomato.com/kochi/alchemy-xtracts-1-kakkanad/info,56,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Blue Ocean Family Restaurant,600,"Continental,Chinese,North Indian,South Indian",Kochi,Chullickal,https://www.zomato.com/kochi/blue-ocean-family-restaurant-chullickal/info,56,Casual Dining,730am to 11pm(Mon-Sun),Not rated,-,-
Pachakurumulaku,300,Kerala,Kochi,Kaloor,https://www.zomato.com/kochi/pachakurumulaku-kaloor/info,56,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Aiswarya - Since 1981,300,South Indian,Kochi,Pallimukku,https://www.zomato.com/kochi/aiswarya-since-1981-pallimukku/info,56,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Coftea,300,Cafe,Kochi,Thevera,https://www.zomato.com/kochi/coftea-thevara/info,56,Café,1030am to 10pm(Mon-Sun),Not rated,-,-
Hotel Greenland Restaurant,0,"North Indian,South Indian",Kochi,Pallimukku,https://www.zomato.com/kochi/hotel-greenland-restaurant-pallimukku/info,56,Casual Dining,730am to 930pm(Mon-Sun),Not rated,-,-
Liso Chocolatier,500,Desserts,Kochi,Edappally,https://www.zomato.com/kochi/liso-chocolatier-edappally/info,56,Kiosk,10am to 11pm(Mon-Sun),Not rated,-,-
Star Fried Chicken,300,Fast Food,Kochi,Fort Kochi,https://www.zomato.com/kochi/star-fried-chicken-1-fort-kochi/info,56,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Garam Masala,300,"North Indian,Chinese,South Indian,Arabian",Kochi,Kakkanad,https://www.zomato.com/kochi/garam-masala-kakkanad/info,56,Quick Bites,1130am to 10pm(Mon-Sun),Not rated,-,-
Kartus Kitchen Tea Shop,150,Indian,Kochi,Edappally,https://www.zomato.com/kochi/kartus-kitchen-tea-shop-edappally/info,56,Quick Bites,11am to 10pm(Mon-Sun),Not rated,-,-
Hotel Broadway,400,South Indian,Kochi,Marine Drive,https://www.zomato.com/kochi/hotel-broadway-marine-drive/info,56,Casual Dining,7am to 730pm(Mon-Sun),Not rated,-,-
Daily Bytes Solutions,400,"North Indian,South Indian",Kochi,Panampilly Nagar,https://www.zomato.com/kochi/daily-bytes-solutions-panampilly-nagar/info,56,Casual Dining,"11am to 3pm,5pm to 11pm(Mon-Sun)",Not rated,-,-
Fulfill Cafe,150,"Beverages,Ice Cream",Kochi,MG Road,https://www.zomato.com/kochi/fulfill-cafe-mg-road/info,35,Beverage Shop,930am to 11pm(Mon-Sun),Average,3.4,16
Hotel Anandas,200,"Kerala,South Indian",Kochi,Edappally,https://www.zomato.com/kochi/hotel-anandas-edappally/info,35,Quick Bites,530pm to 1030pm(Mon-Sun),Good,3.6,7
Cafe Purple,600,"South Indian,North Indian",Kochi,MG Road,https://www.zomato.com/kochi/cafe-purple-mg-road/info,35,Casual Dining,11am to 11pm(Mon-Sun),None,NEW,NEW
Chillies,400,Andhra,Kochi,Pallimukku,https://www.zomato.com/kochi/chillies-pallimukku/info,35,Quick Bites,"1130am to 330pm,7pm to 1130pm(Mon-Sun)",Good,3.9,90
Burger Hutz,300,Burger,Kochi,Chittoor Road,https://www.zomato.com/kochi/burger-hutz-chittor-road/info,35,Quick Bites,10am to 11pm(Mon-Sun),Average,3.2,15
Anandabhavan,300,"Kerala,South Indian",Kochi,Perumbavoor,https://www.zomato.com/kochi/anandabhavan-perumbavoor/info,35,Quick Bites,730am to 10pm(Mon-Sun),None,NEW,NEW
Arafa Malabar Hotel,200,North Indian,Kochi,Kalamassery,https://www.zomato.com/kochi/arafa-malabar-hotel-kalamassery/info,35,Quick Bites,1pm to 10pm(Mon-Sun),Average,3.3,12
Seafood Harbour,800,"South Indian,North Indian,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/seafood-harbour-fort-kochi/info,35,Casual Dining,930am to 930pm(Mon-Sun),Average,3.1,7
Zaika Restaurant,500,"South Indian,North Indian",Kochi,Marine Drive,https://www.zomato.com/kochi/zaika-restaurant-marine-drive/info,35,Casual Dining,10am to 10pm(Mon-Sun),Average,2.9,13
Krishna Kripa Seafood Restaurant,800,"Kerala,Chinese,Seafood",Kochi,Fort Kochi,https://www.zomato.com/kochi/krishna-kripa-seafood-restaurant-fort-kochi/info,35,Casual Dining,730am to 11pm(Mon-Sun),Average,2.6,13
Hotel Your Choice,350,"Kerala,North Indian,Chinese",Kochi,Palarivattom,https://www.zomato.com/kochi/hotel-your-choice-palarivattom/info,35,Casual Dining,"730am to 930pm(Mon-Sat),Closed(Sun)",Average,2.9,14
Almas Homemades,500,"Biryani,Fast Food,Bakery",Kochi,Vennala,https://www.zomato.com/kochi/almas-homemades-vennala/info,35,Quick Bites,10am to 1030pm(Mon-Sun),Average,3.2,7
Eatery! Your Second Home,400,"Kerala,South Indian",Kochi,Kacheripady,https://www.zomato.com/kochi/eatery-your-second-home-kacherippady/info,35,Quick Bites,"7am to 7pm(Mon-Sat),Closed(Sun)",Average,3.2,11
Super Bakers,150,Bakery,Kochi,Kaloor,https://www.zomato.com/kochi/super-bakers-kaloor/info,35,Dessert Parlor,8am to 10pm(Mon-Sun),Average,3.3,8
Manjali Biriyani,400,Biryani,Kochi,Palarivattom,https://www.zomato.com/kochi/manjali-biriyani-palarivattom/info,35,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,9
Juice Point,200,"Fast Food,Juices",Kochi,Kaloor,https://www.zomato.com/kochi/juice-point-kaloor/info,67,Quick Bites,9am to 1130pm(Mon-Sun),Average,3.2,4
Pathiri Restaurant,600,Arabian,Kochi,Aluva,https://www.zomato.com/kochi/pathiri-restaurant-aluva/info,67,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.3,12
